Date,Open,High,Low,Close,Volume
2017-01-03,778.809998,789.630005,775.799988,786.140015,1657300
2017-01-04,788.359985,791.340027,783.159973,786.900024,1073000
2017-01-05,786.080017,794.47998,785.02002,794.02002,1335200
2017-01-06,795.26001,807.900024,792.203979,806.150024,1640200
2017-01-09,806.400024,809.966003,802.830017,806.650024,1272400
2017-01-10,807.859985,809.130005,803.51001,804.789978,1176800
2017-01-11,805,808.150024,801.369995,807.909973,1065900
2017-01-12,807.140015,807.390015,799.169983,806.359985,1353100
2017-01-13,807.47998,811.223999,806.690002,807.880005,1099200
2017-01-17,807.080017,807.140015,800.369995,804.609985,1355800
2017-01-18,805.809998,806.205017,800.98999,806.070007,1294400
2017-01-19,805.119995,809.47998,801.799988,802.174988,919300
2017-01-20,806.909973,806.909973,801.690002,805.02002,1670000
2017-01-23,807.25,820.869995,803.73999,819.309998,1963600
2017-01-24,822.299988,825.900024,817.820984,823.869995,1474000
2017-01-25,829.619995,835.77002,825.059998,835.669983,1494500
2017-01-26,837.809998,838,827.01001,832.150024,2973900
2017-01-27,834.710022,841.950012,820.440002,823.309998,2965800
2017-01-30,814.659973,815.840027,799.799988,802.320007,3246600
2017-01-31,796.859985,801.25,790.52002,796.789978,2160600
2017-02-01,799.679993,801.190002,791.190002,795.695007,2029700
2017-02-02,793.799988,802.700012,792,798.530029,1532100
2017-02-03,802.98999,806,800.369995,801.48999,1463400
2017-02-06,799.700012,801.669983,795.25,801.340027,1184500
2017-02-07,803.98999,810.5,801.780029,806.969971,1241200
2017-02-08,807,811.840027,803.190002,808.380005,1155300
2017-02-09,809.51001,810.659973,804.539978,809.559998,989700
2017-02-10,811.700012,815.25,809.780029,813.669983,1135000
2017-02-13,816,820.958984,815.48999,819.23999,1213300
2017-02-14,819,823,816,820.450012,1053600
2017-02-15,819.359985,823,818.469971,818.97998,1313600
2017-02-16,819.929993,824.400024,818.97998,824.159973,1287600
2017-02-17,823.02002,828.070007,821.655029,828.070007,1611000
2017-02-21,828.659973,833.450012,828.349976,831.659973,1262300
2017-02-22,828.659973,833.25,828.640015,830.76001,982900
2017-02-23,830.119995,832.460022,822.880005,831.330017,1472800
2017-02-24,827.72998,829,824.200012,828.640015,1392200
2017-02-27,824.549988,830.5,824,829.280029,1101500
2017-02-28,825.609985,828.539978,820.200012,823.210022,2260800
2017-03-01,828.849976,836.255005,827.26001,835.23999,1496500
2017-03-02,833.849976,834.51001,829.640015,830.630005,942500
2017-03-03,830.559998,831.359985,825.750977,829.080017,896400
2017-03-06,826.950012,828.880005,822.400024,827.780029,1109000
2017-03-07,827.400024,833.409973,826.52002,831.909973,1037600
2017-03-08,833.51001,838.150024,831.789978,835.369995,989800
2017-03-09,836,842,834.210022,838.679993,1261500
2017-03-10,843.280029,844.909973,839.5,843.25,1704000
2017-03-13,844,848.684998,843.25,845.539978,1223600
2017-03-14,843.640015,847.23999,840.799988,845.619995,779900
2017-03-15,847.590027,848.630005,840.77002,847.200012,1381500
2017-03-16,849.030029,850.849976,846.130005,848.780029,977600
2017-03-17,851.609985,853.400024,847.109985,852.119995,1712300
2017-03-20,850.01001,850.219971,845.150024,848.400024,1231500
2017-03-21,851.400024,853.5,829.02002,830.460022,2463500
2017-03-22,831.909973,835.549988,827.179993,829.590027,1401500
2017-03-23,821,822.570007,812.257019,817.580017,3487100
2017-03-24,820.080017,821.929993,808.890015,814.429993,1981000
2017-03-27,806.950012,821.630005,803.369995,819.51001,1894300
2017-03-28,820.409973,825.98999,814.026978,820.919983,1620500
2017-03-29,825,832.765015,822.380005,831.409973,1786300
2017-03-30,833.5,833.679993,829,831.5,1055300
2017-03-31,828.969971,831.640015,827.390015,829.559998,1401900
2017-04-03,829.219971,840.849976,829.219971,838.549988,1671500
2017-04-04,831.359985,835.179993,829.036011,834.570007,1045400
2017-04-05,835.51001,842.450012,830.719971,831.409973,1555300
2017-04-06,832.400024,836.390015,826.460022,827.880005,1254400
2017-04-07,827.960022,828.484985,820.513,824.669983,1057300
2017-04-10,825.390015,829.349976,823.77002,824.72998,978900
2017-04-11,824.710022,827.427002,817.02002,823.349976,1079700
2017-04-12,821.929993,826.659973,821.02002,824.320007,900500
2017-04-13,822.140015,826.380005,821.440002,823.559998,1122400
2017-04-17,825.01001,837.75,824.469971,837.169983,895000
2017-04-18,834.219971,838.929993,832.710022,836.820007,836700
2017-04-19,839.789978,842.219971,836.289978,838.210022,954200
2017-04-20,841.440002,845.200012,839.320007,841.650024,959000
2017-04-21,842.880005,843.880005,840.599976,843.190002,1323600
2017-04-24,851.200012,863.450012,849.859985,862.76001,1372500
2017-04-25,865,875,862.809998,872.299988,1672000
2017-04-26,874.22998,876.049988,867.747986,871.72998,1237200
2017-04-27,873.599976,875.400024,870.380005,874.25,2026800
2017-04-28,910.659973,916.849976,905.77002,905.960022,3219500
2017-05-01,901.940002,915.679993,901.450012,912.570007,2116000
2017-05-02,909.619995,920.77002,909.453003,916.440002,1587200
2017-05-03,914.859985,928.099976,912.54303,927.039978,1499500
2017-05-04,926.070007,935.929993,924.590027,931.659973,1422100
2017-05-05,933.539978,934.900024,925.200012,927.130005,1911300
2017-05-08,926.119995,936.924988,925.26001,934.299988,1329800
2017-05-09,936.950012,937.5,929.530029,932.169983,1581800
2017-05-10,931.97998,932,925.159973,928.780029,1173900
2017-05-11,925.320007,932.530029,923.030029,930.599976,835000
2017-05-12,931.530029,933.440002,927.849976,932.219971,1050600
2017-05-15,932.950012,938.25,929.340027,937.080017,1108100
2017-05-16,940,943.109985,937.580017,943,969500
2017-05-17,935.669983,939.333008,918.140015,919.619995,2362100
2017-05-18,921,933.169983,918.75,930.23999,1596900
2017-05-19,931.469971,937.755005,931,934.01001,1393000
2017-05-22,935,941.882996,935,941.859985,1120400
2017-05-23,947.919983,951.46698,942.575012,948.820007,1270800
2017-05-24,952.97998,955.090027,949.5,954.960022,1024800
2017-05-25,957.330017,972.629028,955.469971,969.539978,1660500
2017-05-26,969.700012,974.97998,965.030029,971.469971,1252000
2017-05-30,970.309998,976.200012,969.48999,975.880005,1466700
2017-05-31,975.02002,979.27002,960.179993,964.859985,2448100
2017-06-01,968.950012,971.5,960.01001,966.950012,1410500
2017-06-02,969.460022,975.880005,966,975.599976,1751000
2017-06-05,976.549988,986.909973,975.099976,983.679993,1252100
2017-06-06,983.159973,988.25,975.140015,976.570007,1814600
2017-06-07,980,983.97998,975.940002,980.940002,1453900
2017-06-08,982.349976,984.570007,977.200012,983.409973,1471500
2017-06-09,984.5,984.5,935.630005,949.830017,3309400
2017-06-12,939.559998,949.35498,915.232971,942.900024,3763500
2017-06-13,951.909973,959.97998,944.090027,953.400024,2013300
2017-06-14,959.919983,961.150024,942.25,950.76001,1489700
2017-06-15,933.969971,943.338989,924.440002,942.309998,2133100
2017-06-16,940,942.039978,931.594971,939.780029,3094700
2017-06-19,949.960022,959.98999,949.049988,957.369995,1533300
2017-06-20,957.52002,961.619995,950.01001,950.630005,1126000
2017-06-21,953.640015,960.099976,950.76001,959.450012,1202200
2017-06-22,958.700012,960.719971,954.549988,957.090027,941400
2017-06-23,956.830017,966,954.200012,965.590027,1527900
2017-06-26,969.900024,973.309998,950.789978,952.27002,1598400
2017-06-27,942.460022,948.289978,926.849976,927.330017,2579900
2017-06-28,929,942.75,916,940.48999,2721400
2017-06-29,929.919983,931.26001,910.619995,917.789978,3299200
2017-06-30,926.049988,926.049988,908.309998,908.72998,2090200
2017-07-03,912.179993,913.940002,894.789978,898.700012,1709800
2017-07-05,901.76001,914.51001,898.5,911.710022,1813900
2017-07-06,904.119995,914.94397,899.700012,906.690002,1424500
2017-07-07,908.849976,921.539978,908.849976,918.590027,1637800
2017-07-10,921.77002,930.380005,919.590027,928.799988,1192800
2017-07-11,929.539978,931.429993,922,930.090027,1113200
2017-07-12,938.679993,946.299988,934.469971,943.830017,1532100
2017-07-13,946.289978,954.450012,943.01001,947.159973,1294700
2017-07-14,952,956.909973,948.005005,955.98999,1053800
2017-07-17,957,960.73999,949.241028,953.419983,1165500
2017-07-18,953,968.039978,950.599976,965.400024,1154000
